language,problem_number,difficulty,suggestion,test_case,result,output,expected_output,message,accuracy
en,099,A,6,sample_01,1,"ABC
","ABC
",
en,099,A,6,sample_02,1,"ABD
","ABD
",
en,099,A,6,sample_03,1,"ABD
","ABD
",,1.0
en,099,A,7,01,1,"ABC
","ABC
",
en,099,A,7,02,1,"ABD
","ABD
",
en,099,A,7,03,1,"ABC
","ABC
",
en,099,A,7,04,1,"ABC
","ABC
",
en,099,A,7,05,1,"ABD
","ABD
",
en,099,A,7,06,1,"ABD
","ABD
",
en,099,A,7,sample_01,1,"ABC
","ABC
",
en,099,A,7,sample_02,1,"ABD
","ABD
",
en,099,A,7,sample_03,1,"ABD
","ABD
",,1.0
